0.0,0,0,0,-1,-1,-1,-1,-1,-1,2207.794,-0.179,-1,-1,3520.178,-0.011,-1,-1
0.253,0,0,0,-1,-1,-1,-1,-1,-1,2229.144,-0.179,-1,-1,3450.629,-0.011,-1,-1
0.504,0,0,0,-1,-1,-1,-1,-1,-1,2223.322,-0.18,-1,-1,3516.62,-0.013,-1,-1
0.747,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.991,0,0,0,-1,-1,-1,-1,-1,-1,2211.353,-0.178,-1,-1,3558.997,-0.014,-1,-1
1.228,0,0,0,-1,-1,-1,-1,-1,-1,2130.481,-0.181,-1,-1,4165.534,-0.014,-1,-1
1.477,0,0,0,-1,-1,-1,-1,-1,-1,2025.995,-0.192,-1,-1,4770.453,-0.021,-1,-1
1.727,0,0,0,-1,-1,-1,-1,-1,-1,2274.109,-0.188,-1,-1,-1,-1,-1,-1
1.975,0,0,0,-1,-1,-1,-1,-1,-1,2198.09,-0.181,-1,-1,3550.262,-0.02,-1,-1
2.223,0,0,0,-1,-1,-1,-1,-1,-1,2146.008,-0.187,-1,-1,3739.825,-0.021,-1,-1
2.48,0,0,0,-1,-1,-1,-1,-1,-1,2578.186,-0.189,-1,-1,-1,-1,-1,-1
2.726,0,0,0,-1,-1,-1,-1,-1,-1,2283.49,-0.184,-1,-1,3623.047,-0.021,-1,-1
2.982,0,0,0,-1,-1,-1,-1,-1,-1,2161.859,-0.187,-1,-1,-1,-1,-1,-1
3.227,0,0,0,-1,-1,-1,-1,-1,-1,2144.391,-0.184,-1,-1,4177.502,-0.017,-1,-1
3.469,0,0,0,-1,-1,-1,-1,-1,-1,2144.391,-0.184,-1,-1,4772.394,-0.017,-1,-1
3.716,0,0,0,-1,-1,-1,-1,-1,-1,2139.215,-0.184,-1,-1,4166.504,-0.017,-1,-1
3.966,0,0,0,-1,-1,-1,-1,-1,-1,2139.215,-0.183,-1,-1,3711.682,-0.016,-1,-1
4.221,0,0,0,-1,-1,-1,-1,-1,-1,2134.039,-0.184,-1,-1,4166.504,-0.017,-1,-1
4.49,0,0,0,-1,-1,-1,-1,-1,-1,2283.167,-0.184,-1,-1,3701.978,-0.017,-1,-1
4.744,0,0,0,-1,-1,-1,-1,-1,-1,2303.87,-0.184,-1,-1,3701.978,-0.017,-1,-1
4.982,0,0,0,-1,-1,-1,-1,-1,-1,2128.864,-0.184,-1,-1,3691.949,-0.017,-1,-1
5.223,0,0,0,-1,-1,-1,-1,-1,-1,2128.864,-0.184,-1,-1,3327.704,-0.017,-1,-1
5.461,0,0,0,-1,-1,-1,-1,-1,-1,2128.864,-0.184,-1,-1,3327.704,-0.017,-1,-1
5.708,0,0,0,-1,-1,-1,-1,-1,-1,2298.37,-0.184,-1,-1,3691.949,-0.017,-1,-1
5.947,0,0,0,-1,-1,-1,-1,-1,-1,2298.37,-0.185,-1,-1,3691.949,-0.017,-1,-1
6.186,0,0,0,-1,-1,-1,-1,-1,-1,2298.37,-0.184,-1,-1,3614.96,-0.017,-1,-1
6.442,0,0,0,-1,-1,-1,-1,-1,-1,2277.667,-0.185,-1,-1,3614.96,-0.017,-1,-1
6.689,0,0,0,-1,-1,-1,-1,-1,-1,2140.186,-0.185,-1,-1,3614.96,-0.017,-1,-1
6.937,0,0,0,-1,-1,-1,-1,-1,-1,2140.186,-0.185,-1,-1,3691.949,-0.017,-1,-1
7.182,0,0,0,-1,-1,-1,-1,-1,-1,2140.186,-0.185,-1,-1,3318.97,-0.017,-1,-1
7.433,0,0,0,-1,-1,-1,-1,-1,-1,2140.186,-0.185,-1,-1,3261.066,-0.021,-1,-1
7.684,0,0,0,-1,-1,-1,-1,-1,-1,2123.688,-0.185,-1,-1,3318.97,-0.017,-1,-1
